matcher,probe_record_id,probe_sample_id,probe_identity,rank_of_true_identity,rank_1_hit,gallery_size,ranking_strategy,samples_per_gallery,aggregation_method,top_5_identities
loftr,2,11k_Hands::0001566::Hand_0003852,0001566,1,True,50,cascade,multiple,max,0001566;0000028;0000543;0001553;0001588
orb-fingervein,2,11k_Hands::0001566::Hand_0003852,0001566,1,True,50,cascade,multiple,max,0001566;0001046;0000587;0001588;0000093
sift-fingervein,2,11k_Hands::0001566::Hand_0003852,0001566,1,True,50,cascade,multiple,max,0001566;0001002;0000543;0001588;0001034
superglue-fingervein,2,11k_Hands::0001566::Hand_0003852,0001566,1,True,50,cascade,multiple,max,0001566;0001034;0000028;0001046;0000543
sgmnet-fingervein,2,11k_Hands::0001566::Hand_0003852,0001566,1,True,50,cascade,multiple,max,0001566;0000081;0000028;0000004;0001082
aspanformer,2,11k_Hands::0001566::Hand_0003852,0001566,1,True,50,cascade,multiple,max,0001566;0001082;0001046;0001588;0000062
deepdetect,2,11k_Hands::0001566::Hand_0003852,0001566,1,True,50,cascade,multiple,max,0001566;0000543;0000081;0001082;0001553
loftr,4,11k_Hands::0000086::Hand_0001997,0000086,1,True,50,cascade,multiple,max,0000086;0000514;0000019;0000081;0001037
orb-fingervein,4,11k_Hands::0000086::Hand_0001997,0000086,4,False,50,cascade,multiple,max,0000505;0001566;0000081;0000086;0000514
sift-fingervein,4,11k_Hands::0000086::Hand_0001997,0000086,2,False,50,cascade,multiple,max,0001037;0000086;0000572;0000514;0000543
superglue-fingervein,4,11k_Hands::0000086::Hand_0001997,0000086,2,False,50,cascade,multiple,max,0001553;0000086;0000013;0001002;0000543
sgmnet-fingervein,4,11k_Hands::0000086::Hand_0001997,0000086,2,False,50,cascade,multiple,max,0001553;0000086;0001566;0000013;0000543
aspanformer,4,11k_Hands::0000086::Hand_0001997,0000086,1,True,50,cascade,multiple,max,0000086;0001037;0000081;0000543;0000573
deepdetect,4,11k_Hands::0000086::Hand_0001997,0000086,3,False,50,cascade,multiple,max,0001566;0000587;0000086;0000019;0000505
loftr,6,11k_Hands::0000013::Hand_0000508,0000013,1,True,50,cascade,multiple,max,0000013;0000572;0000062;0001082;0000065
orb-fingervein,6,11k_Hands::0000013::Hand_0000508,0000013,1,True,50,cascade,multiple,max,0000013;0001046;0000572;0001531;0000065
sift-fingervein,6,11k_Hands::0000013::Hand_0000508,0000013,1,True,50,cascade,multiple,max,0000013;0001531;0001032;0001533;0001594
superglue-fingervein,6,11k_Hands::0000013::Hand_0000508,0000013,1,True,50,cascade,multiple,max,0000013;0001539;0001082;0001531;0000572
sgmnet-fingervein,6,11k_Hands::0000013::Hand_0000508,0000013,1,True,50,cascade,multiple,max,0000013;0000086;0001594;0000572;0001032
aspanformer,6,11k_Hands::0000013::Hand_0000508,0000013,1,True,50,cascade,multiple,max,0000013;0001082;0001539;0000572;0000062
deepdetect,6,11k_Hands::0000013::Hand_0000508,0000013,2,False,50,cascade,multiple,max,0001082;0000013;0000572;0001539;0001032
loftr,8,11k_Hands::0001008::Hand_0001248,0001008,1,True,50,cascade,multiple,max,0001008;0000013;0000573;0001547;0000587
orb-fingervein,8,11k_Hands::0001008::Hand_0001248,0001008,1,True,50,cascade,multiple,max,0001008;0001589;0001566;0001050;0001009
sift-fingervein,8,11k_Hands::0001008::Hand_0001248,0001008,1,True,50,cascade,multiple,max,0001008;0001009;0001547;0000013;0001050
superglue-fingervein,8,11k_Hands::0001008::Hand_0001248,0001008,1,True,50,cascade,multiple,max,0001008;0000573;0001547;0000086;0000013
sgmnet-fingervein,8,11k_Hands::0001008::Hand_0001248,0001008,1,True,50,cascade,multiple,max,0001008;0001589;0000086;0001050;0001547
aspanformer,8,11k_Hands::0001008::Hand_0001248,0001008,1,True,50,cascade,multiple,max,0001008;0000573;0001009;0000013;0001566
deepdetect,8,11k_Hands::0001008::Hand_0001248,0001008,7,False,50,cascade,multiple,max,0000543;0000081;0000587;0001009;0001002
loftr,10,11k_Hands::0000587::Hand_0005883,0000587,1,True,50,cascade,multiple,max,0000587;0001539;0001549;0001034;0001566
orb-fingervein,10,11k_Hands::0000587::Hand_0005883,0000587,1,True,50,cascade,multiple,max,0000587;0001549;0001034;0001002;0001539
sift-fingervein,10,11k_Hands::0000587::Hand_0005883,0000587,1,True,50,cascade,multiple,max,0000587;0001002;0001566;0000576;0000543
superglue-fingervein,10,11k_Hands::0000587::Hand_0005883,0000587,3,False,50,cascade,multiple,max,0001539;0001034;0000587;0001549;0001588
sgmnet-fingervein,10,11k_Hands::0000587::Hand_0005883,0000587,1,True,50,cascade,multiple,max,0000587;0000013;0001549;0001073;0001034
aspanformer,10,11k_Hands::0000587::Hand_0005883,0000587,3,False,50,cascade,multiple,max,0001539;0001549;0000587;0001034;0000013
deepdetect,10,11k_Hands::0000587::Hand_0005883,0000587,2,False,50,cascade,multiple,max,0001008;0000587;0000571;0000543;0000086
loftr,12,11k_Hands::0000573::Hand_0008014,0000573,1,True,50,cascade,multiple,max,0000573;0000576;0000028;0001539;0001566
