matcher,probe_record_id,probe_sample_id,probe_identity,rank_of_true_identity,rank_1_hit,gallery_size,ranking_strategy,samples_per_gallery,aggregation_method,top_5_identities
loftr,4,EEMSC-DBM::0041::3::3,0041,14,False,50,cascade,multiple,mean,0046;0003;0010;0052;0013
orb-fingervein,4,EEMSC-DBM::0041::3::3,0041,1,True,50,cascade,multiple,mean,0041;0029;0049;0009;0047
sift-fingervein,4,EEMSC-DBM::0041::3::3,0041,1,True,50,cascade,multiple,mean,0041;0046;0047;0029;0009
superglue-fingervein,4,EEMSC-DBM::0041::3::3,0041,3,False,50,cascade,multiple,mean,0051;0049;0041;0013;0029
sgmnet-fingervein,4,EEMSC-DBM::0041::3::3,0041,1,True,50,cascade,multiple,mean,0041;0052;0047;0046;0003
aspanformer,4,EEMSC-DBM::0041::3::3,0041,15,False,50,cascade,multiple,mean,0060;0010;0013;0045;0009
deepdetect,4,EEMSC-DBM::0041::3::3,0041,1,True,50,cascade,multiple,mean,0041;0013;0049;0051;0047
loftr,8,EEMSC-DBM::0008::1::3,0008,6,False,50,cascade,multiple,mean,0014;0018;0006;0029;0016
orb-fingervein,8,EEMSC-DBM::0008::1::3,0008,1,True,50,cascade,multiple,mean,0008;0018;0010;0038;0022
sift-fingervein,8,EEMSC-DBM::0008::1::3,0008,4,False,50,cascade,multiple,mean,0016;0005;0014;0008;0026
superglue-fingervein,8,EEMSC-DBM::0008::1::3,0008,9,False,50,cascade,multiple,mean,0022;0026;0018;0011;0014
sgmnet-fingervein,8,EEMSC-DBM::0008::1::3,0008,14,False,50,cascade,multiple,mean,0004;0006;0016;0011;0005
aspanformer,8,EEMSC-DBM::0008::1::3,0008,15,False,50,cascade,multiple,mean,0013;0014;0011;0006;0005
deepdetect,8,EEMSC-DBM::0008::1::3,0008,8,False,50,cascade,multiple,mean,0004;0006;0038;0013;0016
loftr,12,EEMSC-DBM::0002::3::3,0002,18,False,50,cascade,multiple,mean,0051;0046;0050;0028;0010
orb-fingervein,12,EEMSC-DBM::0002::3::3,0002,18,False,50,cascade,multiple,mean,0028;0010;0060;0033;0046
sift-fingervein,12,EEMSC-DBM::0002::3::3,0002,18,False,50,cascade,multiple,mean,0026;0060;0033;0054;0046
superglue-fingervein,12,EEMSC-DBM::0002::3::3,0002,18,False,50,cascade,multiple,mean,0045;0009;0013;0001;0037
sgmnet-fingervein,12,EEMSC-DBM::0002::3::3,0002,18,False,50,cascade,multiple,mean,0035;0046;0060;0028;0001
aspanformer,12,EEMSC-DBM::0002::3::3,0002,18,False,50,cascade,multiple,mean,0035;0046;0045;0060;0028
deepdetect,12,EEMSC-DBM::0002::3::3,0002,18,False,50,cascade,multiple,mean,0010;0026;0001;0028;0051
loftr,16,EEMSC-DBM::0048::2::3,0048,15,False,50,cascade,multiple,mean,0036;0029;0050;0010;0046
orb-fingervein,16,EEMSC-DBM::0048::2::3,0048,1,True,50,cascade,multiple,mean,0048;0029;0003;0045;0001
sift-fingervein,16,EEMSC-DBM::0048::2::3,0048,5,False,50,cascade,multiple,mean,0045;0029;0009;0046;0048
superglue-fingervein,16,EEMSC-DBM::0048::2::3,0048,3,False,50,cascade,multiple,mean,0030;0009;0048;0036;0029
sgmnet-fingervein,16,EEMSC-DBM::0048::2::3,0048,10,False,50,cascade,multiple,mean,0046;0036;0029;0001;0009
aspanformer,16,EEMSC-DBM::0048::2::3,0048,15,False,50,cascade,multiple,mean,0010;0045;0003;0028;0001
deepdetect,16,EEMSC-DBM::0048::2::3,0048,1,True,50,cascade,multiple,mean,0048;0009;0028;0001;0050
loftr,20,EEMSC-DBM::0018::1::3,0018,10,False,50,cascade,multiple,mean,0053;0013;0014;0015;0004
orb-fingervein,20,EEMSC-DBM::0018::1::3,0018,1,True,50,cascade,multiple,mean,0018;0037;0014;0053;0057
sift-fingervein,20,EEMSC-DBM::0018::1::3,0018,1,True,50,cascade,multiple,mean,0018;0016;0054;0004;0005
superglue-fingervein,20,EEMSC-DBM::0018::1::3,0018,10,False,50,cascade,multiple,mean,0054;0042;0005;0016;0038
sgmnet-fingervein,20,EEMSC-DBM::0018::1::3,0018,2,False,50,cascade,multiple,mean,0015;0018;0016;0005;0004
aspanformer,20,EEMSC-DBM::0018::1::3,0018,15,False,50,cascade,multiple,mean,0057;0014;0004;0016;0053
deepdetect,20,EEMSC-DBM::0018::1::3,0018,6,False,50,cascade,multiple,mean,0054;0005;0027;0004;0014
loftr,24,EEMSC-DBM::0016::3::3,0016,1,True,50,cascade,multiple,mean,0016;0057;0014;0015;0044
orb-fingervein,24,EEMSC-DBM::0016::3::3,0016,1,True,50,cascade,multiple,mean,0016;0044;0050;0015;0014
sift-fingervein,24,EEMSC-DBM::0016::3::3,0016,1,True,50,cascade,multiple,mean,0016;0014;0044;0045;0048
superglue-fingervein,24,EEMSC-DBM::0016::3::3,0016,3,False,50,cascade,multiple,mean,0005;0030;0016;0018;0050
sgmnet-fingervein,24,EEMSC-DBM::0016::3::3,0016,6,False,50,cascade,multiple,mean,0048;0008;0044;0050;0045
aspanformer,24,EEMSC-DBM::0016::3::3,0016,15,False,50,cascade,multiple,mean,0045;0050;0005;0003;0008
deepdetect,24,EEMSC-DBM::0016::3::3,0016,2,False,50,cascade,multiple,mean,0003;0016;0030;0014;0050
