record_id,sample_id,image_path,identity,modality,dataset_name,split,metadata
1,MMU-Iris::1::3::L,Iris\002-MMU-Iris-Database\1\left\aeval4.bmp,1,iris,MMU-Iris,gallery,"{""side"": ""L""}"
2,MMU-Iris::1::1::L,Iris\002-MMU-Iris-Database\1\left\aeval2.bmp,1,iris,MMU-Iris,probe,"{""side"": ""L""}"
3,MMU-Iris::10::3::L,Iris\002-MMU-Iris-Database\10\left\fional4.bmp,10,iris,MMU-Iris,gallery,"{""side"": ""L""}"
4,MMU-Iris::10::2::L,Iris\002-MMU-Iris-Database\10\left\fional3.bmp,10,iris,MMU-Iris,probe,"{""side"": ""L""}"
5,MMU-Iris::11::3::L,Iris\002-MMU-Iris-Database\11\left\hockl4.bmp,11,iris,MMU-Iris,gallery,"{""side"": ""L""}"
6,MMU-Iris::11::1::L,Iris\002-MMU-Iris-Database\11\left\hockl2.bmp,11,iris,MMU-Iris,probe,"{""side"": ""L""}"
7,MMU-Iris::12::1::L,Iris\002-MMU-Iris-Database\12\left\kelvinl2.bmp,12,iris,MMU-Iris,gallery,"{""side"": ""L""}"
8,MMU-Iris::12::2::L,Iris\002-MMU-Iris-Database\12\left\kelvinl3.bmp,12,iris,MMU-Iris,probe,"{""side"": ""L""}"
9,MMU-Iris::13::4::L,Iris\002-MMU-Iris-Database\13\left\lecl5.bmp,13,iris,MMU-Iris,gallery,"{""side"": ""L""}"
10,MMU-Iris::13::3::L,Iris\002-MMU-Iris-Database\13\left\lecl4.bmp,13,iris,MMU-Iris,probe,"{""side"": ""L""}"
11,MMU-Iris::14::2::L,Iris\002-MMU-Iris-Database\14\left\liujwl3.bmp,14,iris,MMU-Iris,gallery,"{""side"": ""L""}"
12,MMU-Iris::14::1::L,Iris\002-MMU-Iris-Database\14\left\liujwl2.bmp,14,iris,MMU-Iris,probe,"{""side"": ""L""}"
13,MMU-Iris::15::1::L,Iris\002-MMU-Iris-Database\15\left\lokel2.bmp,15,iris,MMU-Iris,gallery,"{""side"": ""L""}"
14,MMU-Iris::15::3::L,Iris\002-MMU-Iris-Database\15\left\lokel4.bmp,15,iris,MMU-Iris,probe,"{""side"": ""L""}"
15,MMU-Iris::16::4::L,Iris\002-MMU-Iris-Database\16\left\lowyfl5.bmp,16,iris,MMU-Iris,gallery,"{""side"": ""L""}"
16,MMU-Iris::16::0::L,Iris\002-MMU-Iris-Database\16\left\lowyfl1.bmp,16,iris,MMU-Iris,probe,"{""side"": ""L""}"
17,MMU-Iris::17::4::L,Iris\002-MMU-Iris-Database\17\left\lpjl5.bmp,17,iris,MMU-Iris,gallery,"{""side"": ""L""}"
18,MMU-Iris::17::3::L,Iris\002-MMU-Iris-Database\17\left\lpjl4.bmp,17,iris,MMU-Iris,probe,"{""side"": ""L""}"
19,MMU-Iris::18::4::L,Iris\002-MMU-Iris-Database\18\left\mahskl5.bmp,18,iris,MMU-Iris,gallery,"{""side"": ""L""}"
20,MMU-Iris::18::2::L,Iris\002-MMU-Iris-Database\18\left\mahskl3.bmp,18,iris,MMU-Iris,probe,"{""side"": ""L""}"
21,MMU-Iris::19::3::L,Iris\002-MMU-Iris-Database\19\left\maranl4.bmp,19,iris,MMU-Iris,gallery,"{""side"": ""L""}"
22,MMU-Iris::19::1::L,Iris\002-MMU-Iris-Database\19\left\maranl2.bmp,19,iris,MMU-Iris,probe,"{""side"": ""L""}"
23,MMU-Iris::2::2::L,Iris\002-MMU-Iris-Database\2\left\bryanl3.bmp,2,iris,MMU-Iris,gallery,"{""side"": ""L""}"
24,MMU-Iris::2::3::L,Iris\002-MMU-Iris-Database\2\left\bryanl4.bmp,2,iris,MMU-Iris,probe,"{""side"": ""L""}"
25,MMU-Iris::20::0::L,Iris\002-MMU-Iris-Database\20\left\masl1.bmp,20,iris,MMU-Iris,gallery,"{""side"": ""L""}"
26,MMU-Iris::20::1::L,Iris\002-MMU-Iris-Database\20\left\masl2.bmp,20,iris,MMU-Iris,probe,"{""side"": ""L""}"
27,MMU-Iris::21::3::L,Iris\002-MMU-Iris-Database\21\left\mazwanl4.bmp,21,iris,MMU-Iris,gallery,"{""side"": ""L""}"
28,MMU-Iris::21::0::L,Iris\002-MMU-Iris-Database\21\left\mazwanl1.bmp,21,iris,MMU-Iris,probe,"{""side"": ""L""}"
29,MMU-Iris::22::2::L,Iris\002-MMU-Iris-Database\22\left\mimil3.bmp,22,iris,MMU-Iris,gallery,"{""side"": ""L""}"
30,MMU-Iris::22::4::L,Iris\002-MMU-Iris-Database\22\left\mimil5.bmp,22,iris,MMU-Iris,probe,"{""side"": ""L""}"
31,MMU-Iris::23::3::L,Iris\002-MMU-Iris-Database\23\left\minglil4.bmp,23,iris,MMU-Iris,gallery,"{""side"": ""L""}"
32,MMU-Iris::23::2::L,Iris\002-MMU-Iris-Database\23\left\minglil3.bmp,23,iris,MMU-Iris,probe,"{""side"": ""L""}"
33,MMU-Iris::24::4::L,Iris\002-MMU-Iris-Database\24\left\ngkokwhyl5.bmp,24,iris,MMU-Iris,gallery,"{""side"": ""L""}"
34,MMU-Iris::24::1::L,Iris\002-MMU-Iris-Database\24\left\ngkokwhyl2.bmp,24,iris,MMU-Iris,probe,"{""side"": ""L""}"
35,MMU-Iris::25::0::L,Iris\002-MMU-Iris-Database\25\left\nkll1.bmp,25,iris,MMU-Iris,gallery,"{""side"": ""L""}"
36,MMU-Iris::25::3::L,Iris\002-MMU-Iris-Database\25\left\nkll4.bmp,25,iris,MMU-Iris,probe,"{""side"": ""L""}"
37,MMU-Iris::26::3::L,Iris\002-MMU-Iris-Database\26\left\norazal4.bmp,26,iris,MMU-Iris,gallery,"{""side"": ""L""}"
38,MMU-Iris::26::4::L,Iris\002-MMU-Iris-Database\26\left\norazal5.bmp,26,iris,MMU-Iris,probe,"{""side"": ""L""}"
39,MMU-Iris::27::0::L,Iris\002-MMU-Iris-Database\27\left\norsuhaidahl1.bmp,27,iris,MMU-Iris,gallery,"{""side"": ""L""}"
40,MMU-Iris::27::2::L,Iris\002-MMU-Iris-Database\27\left\norsuhaidahl3.bmp,27,iris,MMU-Iris,probe,"{""side"": ""L""}"
41,MMU-Iris::28::0::L,Iris\002-MMU-Iris-Database\28\left\ongbll1.bmp,28,iris,MMU-Iris,gallery,"{""side"": ""L""}"
42,MMU-Iris::28::3::L,Iris\002-MMU-Iris-Database\28\left\ongbll4.bmp,28,iris,MMU-Iris,probe,"{""side"": ""L""}"
43,MMU-Iris::29::2::L,Iris\002-MMU-Iris-Database\29\left\pcll3.bmp,29,iris,MMU-Iris,gallery,"{""side"": ""L""}"
44,MMU-Iris::29::3::L,Iris\002-MMU-Iris-Database\29\left\pcll4.bmp,29,iris,MMU-Iris,probe,"{""side"": ""L""}"
45,MMU-Iris::3::1::L,Iris\002-MMU-Iris-Database\3\left\chingycl2.bmp,3,iris,MMU-Iris,gallery,"{""side"": ""L""}"
46,MMU-Iris::3::4::L,Iris\002-MMU-Iris-Database\3\left\chingycl5.bmp,3,iris,MMU-Iris,probe,"{""side"": ""L""}"
