record_id,sample_id,image_path,identity,modality,dataset_name,split,metadata
1,EEMSC-DBM::0041::4::1,FingerVein\005-EEMSC-DBM\data\0041\0041_1_4_120523-113624.png,0041,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
2,EEMSC-DBM::0041::2::1,FingerVein\005-EEMSC-DBM\data\0041\0041_1_2_120510-121306.png,0041,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
3,EEMSC-DBM::0041::1::1,FingerVein\005-EEMSC-DBM\data\0041\0041_1_1_120510-121143.png,0041,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
4,EEMSC-DBM::0041::3::1,FingerVein\005-EEMSC-DBM\data\0041\0041_1_3_120523-113457.png,0041,finger,EEMSC-DBM,probe,"{""finger"": ""1""}"
5,EEMSC-DBM::0008::3::1,FingerVein\005-EEMSC-DBM\data\0008\0008_1_3_120523-123032.png,0008,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
6,EEMSC-DBM::0008::4::1,FingerVein\005-EEMSC-DBM\data\0008\0008_1_4_120523-123143.png,0008,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
7,EEMSC-DBM::0008::2::1,FingerVein\005-EEMSC-DBM\data\0008\0008_1_2_120509-145152.png,0008,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
8,EEMSC-DBM::0008::1::1,FingerVein\005-EEMSC-DBM\data\0008\0008_1_1_120509-145014.png,0008,finger,EEMSC-DBM,probe,"{""finger"": ""1""}"
9,EEMSC-DBM::0002::1::1,FingerVein\005-EEMSC-DBM\data\0002\0002_1_1_120509-140611.png,0002,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
10,EEMSC-DBM::0002::2::1,FingerVein\005-EEMSC-DBM\data\0002\0002_1_2_120509-140831.png,0002,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
11,EEMSC-DBM::0002::4::1,FingerVein\005-EEMSC-DBM\data\0002\0002_1_4_120523-103324.png,0002,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
12,EEMSC-DBM::0002::3::1,FingerVein\005-EEMSC-DBM\data\0002\0002_1_3_120523-103129.png,0002,finger,EEMSC-DBM,probe,"{""finger"": ""1""}"
13,EEMSC-DBM::0048::4::1,FingerVein\005-EEMSC-DBM\data\0048\0048_1_4_120523-141032.png,0048,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
14,EEMSC-DBM::0048::1::1,FingerVein\005-EEMSC-DBM\data\0048\0048_1_1_120510-161750.png,0048,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
15,EEMSC-DBM::0048::3::1,FingerVein\005-EEMSC-DBM\data\0048\0048_1_3_120523-140643.png,0048,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
16,EEMSC-DBM::0048::2::1,FingerVein\005-EEMSC-DBM\data\0048\0048_1_2_120510-161920.png,0048,finger,EEMSC-DBM,probe,"{""finger"": ""1""}"
17,EEMSC-DBM::0018::2::1,FingerVein\005-EEMSC-DBM\data\0018\0018_1_2_120509-160149.png,0018,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
18,EEMSC-DBM::0018::4::1,FingerVein\005-EEMSC-DBM\data\0018\0018_1_4_120523-114556.png,0018,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
19,EEMSC-DBM::0018::3::1,FingerVein\005-EEMSC-DBM\data\0018\0018_1_3_120523-114440.png,0018,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
20,EEMSC-DBM::0018::1::1,FingerVein\005-EEMSC-DBM\data\0018\0018_1_1_120509-160021.png,0018,finger,EEMSC-DBM,probe,"{""finger"": ""1""}"
21,EEMSC-DBM::0016::2::1,FingerVein\005-EEMSC-DBM\data\0016\0016_1_2_120509-155133.png,0016,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
22,EEMSC-DBM::0016::4::1,FingerVein\005-EEMSC-DBM\data\0016\0016_1_4_120523-130348.png,0016,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
23,EEMSC-DBM::0016::1::1,FingerVein\005-EEMSC-DBM\data\0016\0016_1_1_120509-154938.png,0016,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
24,EEMSC-DBM::0016::3::1,FingerVein\005-EEMSC-DBM\data\0016\0016_1_3_120523-130221.png,0016,finger,EEMSC-DBM,probe,"{""finger"": ""1""}"
25,EEMSC-DBM::0015::4::1,FingerVein\005-EEMSC-DBM\data\0015\0015_1_4_120523-120426.png,0015,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
26,EEMSC-DBM::0015::3::1,FingerVein\005-EEMSC-DBM\data\0015\0015_1_3_120523-120255.png,0015,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
27,EEMSC-DBM::0015::2::1,FingerVein\005-EEMSC-DBM\data\0015\0015_1_2_120509-153819.png,0015,finger,EEMSC-DBM,gallery,"{""finger"": ""1""}"
